mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop
경상북도 칠곡군 석적읍 망정리,칠곡군청,054-973-3321,"기반산은 칠곡 송정 자연휴양림에 등산로로 정상해발고도가 낮고, 숲이 우거지며 소나무, 잣나무, 박태기나무, 참나무 등의 다양한 수종이 자생하여 아름다운 경관을 이룬다. 그리고 울창한 숲 속에는 토끼, 노루 등 여러 종의 야생동물들이 서식하고 있는 자연의 산실이기도 함. 또한, 도심에 가장 가까운 휴양림이 있어 가족단위의 많은 사람이 찾음. 그리고 정상까지 임도가 나 있어 승용차로 정상까지 갈 수 있고, 정자에서 기반산 정상의 조망을 만끽할 수 있는 산이기도 함.",468.1,478500701,기반산,20201201, , , 
경상남도 거창군 위천면 상천리,거창군청,055-940-3114,"기백산은 마리면, 위천면과 함양군 안의면에 걸쳐 있는 덕유산의 가지이다. 대체로 육산이나 정상은 기묘한 바위들이 포개진듯한 암릉이 산재한 거창의 명산이다. 백두대간인 덕유산 능선이 무룡산, 삿갓봉, 장수덕유산으로 구비쳐오다 남덕유에서 갈라져 남동방향으로 꺾여진 뒤 월봉산(1279미터), 금원산(1352미터)을 일군 다음 거창쪽으로 깊숙이 들어와 솟은 산이 기백산이다. 가을날 주능선에 올라오면 바람에 날리는 하얀 억새꽃 능선에서 푸른 이내속으로 투명하게 보이는 계곡이 내려다보여 고도감이 대단함을 느낄 수 있다고 한다.",1330.8,488807501,기백산,20201201, , , 
경기도 양평군 서종면 도장리,양평군청,031-773-5101,( - ),463.9,418301001,기봉,20201201, , , 
대구광역시 달성군 옥포면 반송리,달성군청,053-668-2000,( - ),276.6,277100301,기산,20201201, , , 
경상남도 합천군 가회면 오도리,합천군청,055-930-3114,( - ),323.0,488900801,기산,20201201, , , 
경상남도 산청군 금서면 평촌리,산청군청,055-970-6000,( - ),616.1,488601201,기산,20201201, , , 
경상북도 문경시 문경읍 각서리,문경시청,054-552-3210,"경상북도 문경읍 각서리에 위치한 기산은 박달나무와 소나무가 우거진 산이다. 이화령 쪽으로 가는 3번 국도인 각서리에서 오른쪽에 있는 산으로 1/25,000 지도에는 삼각점이 있고 높이도 597.2m로 표시되어 있다. 옛날에는 바로 산 정상 가까이에도 사람이 살 정도로 평탄한 곳이며 지금은 헬기장이 있다. 기(箕) 은 양곡을 까부는 키를 뜻하며 각서에서 오르는 길이 있다. 문경새재 주차장에서 기산을 지나 조령산으로 오를 수 있다.",276.6,472800401,기산,20201201, , , 
전라남도 함평군 함평읍 기각리,함평군청,061-320-3114,( - ),149.8,468601501,기산봉,20201201, , , 
전라북도 부안군 변산면 중계리,부안군청,063-580-4191,( - ),495.7,458000501,기상봉,20201201, , , 
경상남도 거창군 남상면 진목리,거창군청,055-940-3114,( - ),0.0,488805701,기선봉,20201201, , , 
경상북도 구미시 무을면 상송리,구미시청,054-480-6114,( - ),0.0,471904101,기양산,20201201, , , 
경상북도 상주시 청리면 마공리,상주시청,054-533-2001,"경북 상주시와 구미시 경계에 솟은 기양산은 서쪽으로 백운산, 수선산, 갑장산이 솟아있고 산 너머 서쪽에는 3번국도와 경부선철도가 지나가고 있다. 지역 사람들에게는 조양산(調陽山)으로 더 알려진 산이다. 이 산은 산세가 부드러우면서 아기자기하고 백두대간 상주구간을 조망할 수 있어서 좋은 곳이다. 마공리 마을 안길을 따라가면 좌우에 사과밭이 전개된다. 이곳의 사과 역사는 상주 지역 최초인 1927년부터 식재되었다고 한다. 사과나무 과수원은 산 중턱까지 개간되어 있어, 봄철로는 사과꽃 향기가, 가을철로는 사과 향 내음 그윽하고, 주변에는 진달래가 군락을 이루어 산행도 겸할 수 있는 곳이다.",704.8,472500501,기양산,20201201, , , 
전라남도 장흥군 부산면 지천리,장흥군청,061-863-7071,부산면 용반리 서쪽에 있는 자그마한 산으로 기옥산이라고도 불린다. 정상부는 험준한 절벽을 이루어 경승이 아름다우면 바로 밑으로 탐진강 상류가 흐르고 있는 명승지이다 장흥댐 바로 옆에 있어 전망 또한 볼만하다. 봄에는 진달래와 매화나무 꽃잎들이 흐드러지며 장흥댐과 참나무숲의 조화로 시원함을 선사한다. 정상부로 올라가면 가팔라질 듯한 절벽과 능선부의 부드러운 등산로는 산행을 즐겁게 해준다.,262.8,468000601,기역산,20201201, , , 
강원특별자치도 정선군 정선읍 신월리,정선군청,033-562-3911,"정상 아래에 석이바위라는 멋진 조망처가 있는데, 옛날에 기우제를 지내던 장소로 산 이름은 여기에서 유래한다. 주민들은 물비리산 또는 물빌이산이라고 부른다. 기우산성(祈雨山城)과 산자락을 따라 삼국시대 말기에 조성된 것으로 추정되는 14기의 신월리 고분군이 남아 있다. 인근 조양산(朝陽山; 684m)과 연계된 산행코스가 개발되어 있으며, 소요시간은 4시간이다. 산행은 상월리에서 시작하여 우암사와 석이바위를 거쳐 정상에 오른 뒤 719봉과 북동릉 산행을 거쳐 조양산에 오르고 송림지대를 따라 성불사로 내려오는 코스이다.",873.7,427701401,기우산,20201201, , , 
전라남도 곡성군 오산면 조양리,곡성군청,061-363-2011,( - ),422.9,467200501,기우산,20201201, , , 
강원특별자치도 원주시 부론면 흥호리,원주시청,033-742-2111,( - ),0.0,421300501,긴경산,20201201, , , 
경상남도 의령군 정곡면 오방리,의령군청,055-570-2114,( - ),231.6,487200901,긴등산,20201201, , , 
인천광역시 강화군 길상면 선두리,강화군청,032-930-3114,"길상면 선두리, 장흥리에 펼쳐있는 길상산은 여러 개의 봉우리로 연결되어 있으며 바다를 등지고 안으로 휘감아 도는 형세이다. 길상산 아래로 장흥2리에 길상 저수지와 장흥 저수지가 있다. 길상산은 서해안을 향하여 마리산과 나란히 자리 잡고 있으며, 낮은 산이지만 나무가 울창하고 식생이 풍부해 보이며 근계노출이나 하방침식 등의 헤쳐진 땅이 거의 없다. 정상에 올라서면 마리산과 정족산, 진강산 등이 한눈에 보이며, 아래로 동검대를 비롯하여 서해안 갯벌이 펼쳐진다.",335.8,287100301,길상산,20201201, , , 
광주광역시 동구 지산동 ,동구청,062-608-2114,"깃대봉은 조선대학교 본관 뒤편 산이다. 넓은 조선대학교 캠퍼스를 옹위하듯 둘러서 학교의 든든한 울타리가 된다. 서석동, 지산동 등 도심에서 오르는 길이 사방으로 나 있지만, 조선대학교 구 내에서 시작되는 길이 가장 많이 이용된다. 학군단 건물 옆 산책로가 잘 정비돼 있어 크고 넓다. 산의 능선을 오르는 길은 돌길이며 암벽들이 축대벽처럼 서 있고, 능선에 올라서면 돌길은 사라지고 황톳길이 펼쳐진다. 산책로는 곳곳에서 쪽 길로 이어지며, 길 끝에서 만나는 광장같이 넓은 터가 깃대봉 정상이다. 정상에서는 천왕봉, 장불재, 새인봉 등 무등산의 봉우리들이 한눈에 들어오고 반대편으로는 학교를 포함한 도심 건물들이 보인다. 깃대봉 옆 향로봉에는 팔각정, 리프트카 등이 설치되어 있다.",219.4,291100401,깃대봉,20201201, , , 
경상남도 통영시 욕지면 노대리,통영시청,1577-0557,( - ),206.5,482200301,깃대봉,20201201, , , 
전라남도 순천시 서면 운평리,순천시청,061-749-3114,"향림사가 있고, 접근성이 좋다.",407.8,461505601,깃대봉,20201201, , , 
경상남도 합천군 가야면 치인리,합천군청,055-930-3114,( - ),311.1,488900901,깃대봉,20201201, , , 
경상남도 함양군 서상면 금당리,함양군청,055-960-5114,"경남 함양군과 전북 장수군에 걸쳐있는 깃대봉은 백두대간의 육십령에서 백운산으로 이어지는 곳에 솟은 봉우리다. 수려한 산세와 높이에 견주었을 때 등산로가 험하지 않아 백두대간 종주가 아니더라도 힘들이지 않고 산행할 수 있다.

억새가 뿜어내는 가을빛이 은은한 가운데 구절초의 향기가 산행 내내 코끝을 간지럽힌다. 능선에 오르자마자 뒤를 돌아보면 할미봉을 거쳐 남덕유산을 솟구친 산줄기가 자못 웅장하기만 하다.
그 우측으로 남령을 거쳐 월봉산과 거망산으로 이어지는 산줄기도 그저 장쾌하기만 하다.

정상에 올라서면 북으로는 남덕유산과 동으로 기백산이 조망되고 남으로는 장안산과 백화산이 한눈에 잡힐 듯 건너다보인다. 산행 기점인 서상면에는 논개의 무덤이 있어 찾는 이들이 충절의 기상을 느낄 수 있다.",930.3,488700701,깃대봉,20201201, , , 
전라남도 장성군 북하면 단전리,장성군청,061-393-1989,( - ),420.3,468800701,깃대봉,20201201, , , 
전라남도 무안군 무안읍 평용리,무안군청,061-450-5114,( - ),86.7,468400401,깃대봉,20201201, , , 
전라남도 순천시 서면 비월리,순천시청,061-749-3114,( - ),442.3,461500401,깃대봉,20201201, , , 
전라남도 신안군 흑산면 홍도리,신안군청,061-271-1004,"전라남도 신안군 흑산면 홍도리에 있는 홍도는 대흑산 본섬의 부속 도서로서 다도해 해상 국립공원으로 매가도라고도 한다. 홍도는 본 섬을 비롯한 20여 개의 부속 섬이 절정을 이루어 남해의 소금강으로 불린다. 그중에서 녹섬의 해돋이는 가히 장관이 아닐 수 없다. 파도와 바닷물이 출렁거리는 가운데 2개의 바위 사이로 해가 떠오른 광경은 말로 표현할 수 없을 정도로 아름답다. 여기에 덧붙여 홍도의 낙조 또한 놓칠 수 없는 비경이다. 어미섬의 주봉인 깃대봉(해발 367m)과 남쪽의 깃대봉 주변에는 아름드리 동백나무 숲, 후박나무, 식나무 등 희귀 식물 5백여 종이 있으며 2백여 종의 동물과 곤충이 함께 서식하고 있다. 깃대봉 산행은 가파르기 그지없고 철쭉, 동백등 이름 모를 나무들이 온통 빽빽이 자라고, 주봉에 닿으면 뾰족한 모양이 마치 바늘 같다. 남서로 양상봉의 연봉이 한 폭의 동양화를 펼쳐 놓은 듯하고 동쪽으로는 설풍서전의 울창한 숲이 장관이다.",381.8,469100501,깃대봉,20201201, , ,"덩굴사철, 식나무 및 동백림 등이 자생하는 등 생태적 가치가 커 섬 전체가 천연보호구역으로 지정(1965년)되어 있으며, 다도해해상국립공원으로 지정(1981년)된 점 등을 고려하여 선정, 이름 그대로 깃대처럼 생긴 암봉이며, 홍도의 최고봉임. 깃대봉은 독립문, 석화굴 등 해안경관과 조화를 이뤄 홍도의 수려한 경관을 이루고 있음. "
전라남도 강진군 옴천면 개산리,강진군청,061-430-3114,( - ),202.0,468100401,깃대봉,20201201, , , 
충청남도 논산시 양촌면 산직리,논산시청,041-746-5114,( - ),393.6,442300301,깃대봉,20201201, , , 
충청남도 공주시 계룡면 월암리,공주시청,1899-0088,( - ),0.0,441505401,깃대봉,20201201, , , 
충청북도 옥천군 군서면 상지리,옥천군청,043-730-3114,"동리 육영수 여사 생가를 출발해서 천주교 공원묘지를 지나 오르면 정상에 다다르며 동쪽으로 내려가면 수북리가 나온다. 이것이 주노선이며 부노선으로서는 교동저수지 뒤편으로 오르는 길이 있으며 섯바댕이 인도를 따라 오르는 길도 있다. 깃대봉 정상에 오르면 산불 감시 초소와 헬기장 그리고 지적 삼각점이 매설되어 있으며 동쪽으로는 동이면의 여러 마을과 산들 서쪽으로는 옥각리 용봉산과 이백리 환산이 길게 누워 있으며 복 쪽으로는 안 내면 일대와 덕대산이 아스라이 보이며 남으로는 멀리 서대산과 장용산 그리고 삼성산이 눈에 잡힐 듯 높이 우뚝 솟아있으며 발아래에는 교동 저수지와 구읍 일대 그리고 옥천읍 곳곳의 마을들이 한눈에 내려다보인다. 해마다 1월 1일이면 해맞이 행사를 하는 곳으로도 유명하고 경관이 매우 수려하지만, 해발 436ｍ로서 거리는 짧아도 7~9 능선이 매우 가파른 경사로 어린이나 노약자가 산에 오르는 것은 조금은 벅차리라고 생각된다.",0.0,437300301,깃대봉,20201201, , , 
강원특별자치도 춘천시 남산면 백양리,춘천시청,033-253-3700,( - ),231.7,421100901,깃대봉,20201201, , , 
강원특별자치도 홍천군 홍천읍 상오안리,홍천군청,033-432-7801,( - ),641.5,427200901,까끈봉,20201201, , , 
경기도 용인시 처인구 모현읍 초부리,용인시청,1577-1122,( - ),0.0,414600601,까치봉,20201201, , , 
충청남도 논산시 양촌면 중산리,논산시청,041-746-5114,( - ),456.1,442300401,까치봉,20201201, , , 
서울특별시 강서구 화곡동 ,강서구청,02-2600-6114,( - ),70.5,115000301,까치산,20201201, , , 
경상북도 성주군 수륜면 신정리,성주군청,054-933-0021,( - ),0.0,478400301,까치산,20201201, , , 
경상남도 김해시 대동면 예안리,김해시청,1577-9400,"경상남도 김해시 대동면에 있는 까치산은 남북으로 길게 뻗어있는 산으로서 남쪽으로 낙동강이 서쪽으로 신어산, 동으로는 백두산이 있다. 산세는 그리 큰 편은 아니지만 가파른 정상부와 길고 부드러운 능선이 잘 어울려 있고 산세도 아름답다고 비교적 덜 알려져 식생이나 등산로의 상태도 좋아 초보나 숙련된 등산객 모두가 즐거운 산행을 할 수 있는 산이다. 바위로 된 정상에 올라서면 남쪽으로 낙동강과 멀리 양산 부산이 모두 보여 시원한 전망을 제공하여 좋은 전망대 역할도 한다.",341.6,482500801,까치산,20201201, , , 
경상북도 김천시 지좌동 ,김천시청,054-420-6114,( - ),571.6,471500701,까치산,20201201, , , 
대구광역시 달성군 화원읍 본리리,달성군청,053-668-2000,( - ),0.0,277100401,까치산,20201201, , , 
전라남도 구례군 광의면 온당리,구례군청,061-782-2014,지형은 동남쪽이며 소나무숲으로 이루어져 있으며 자연경관은 앞으로 구만리 저수지가 보이며 뒤로는 산동면 일대가 한눈에 내려다보이는 자연경관이 좋은 편임.,0.0,467300501,까치절산,20201201, , , 
강원특별자치도 춘천시 남산면 수동리,춘천시청,033-253-3700,( - ),420.2,421101001,꼬깔봉,20201201, , , 
전라북도 김제시 금구면 오봉리,김제시청,063-540-3114 ,( - ),217.8,452100201,꼬깔봉,20201201, , , 
강원특별자치도 삼척시 근덕면 부남리,삼척시청,033-572-2011,( - ),0.0,422309101,꼬추봉,20201201, , , 
전라북도 진안군 상전면 월포리,진안군청,063-430-2114,"꼭지산은 진안군 상전면 월포리에 위치하고있다. 용담호를 끼고있어 그 경관과 전망이 매우 아름답다. 성주봉과 용두봉이 산의 정상을 이루고 있으며, 등산로의 하산길에는 금지저수지가 넓고 푸르게 자리잡고있다.",0.0,457203001,꼭지산,20201201, , , 
경기도 화성시 장안면 수촌리,화성시청,1577-4200,( - ),102.5,415900401,꽃당산,20201201, , , 
대전광역시 동구 주촌동 ,동구청,042-251-4114,"대전광역시 동구 대청동에 있는 해발 284m의 나지막한 산이며 꽃봉 정상부를 위시해서 동쪽과 서쪽으로 둘레산을 잇는 등산로가 이어져 있는 것을 볼 수 있고 등산 시 북쪽은 대전광역시 동구 대청동, 남쪽은 충북 옥천군 군북면 대정리의 시도계로 나누어져 있다. 산세는 비교적 완만한 편이고 인적이 드물어 등산로 입구와 숲길 일부가 불분명하나 꽃봉에 오르려면 시내에서 어부동 방향으로 들어오다가 와정 삼거리에서 방아실 방면으로 50m쯤에 모텔(운하파크) 반대편 임도로 진입하면 된다. 특히 봄에 산을 오르게 되면 정상에서 남쪽으로 대청호가 내려다보이고 산 명대로 참꽃(진달래)이 만개한 진풍경을 만끽할 수 있을 것이다.",0.0,301100601,꽃봉,20201201, , , 
강원특별자치도 양구군 방산면 금악리,양구군청,033-481-2191,( - ),0.0,428000101,꽃봉,20201201, , , 
경상남도 산청군 산청읍 옥산리,산청군청,055-970-6000,"산청읍 소재지 바로 옆에 있어 산책로나 가벼운 등산코스로 좋은 곳이다. 최근엔 야간에도 산책이 가능(꽃봉산)하도록 가로등이 켜져 주, 야간 없이 산책할 수 있다. 이곳은 조선 시대 고산성이 있던 곳으로 산책로 주변에 기왓장 조각을 볼 수 있기도 하다. 정상(꽃봉산)은 약 20분 소요되며 정상(꽃봉산)에는 전망대와 망원경이 설치되어 있어 멀리 아름다운 풍경을 잘 볼 수 있다. 회계산(회계산) 문암대까지는 읍내에서 40~50분 정도 소요된다. 꽃봉산 정상과 회계산 문암대에선 내리, 경호강, 웅석봉, 산청읍 전경, 필봉산, 왕산 등을 조망할 수 있고 유유히 흐르는 경호강과 대전 통영 간 고속도로도 시원하게 뻗어있어 한눈에 볼 수 있다. 하계에 경호강에서 래프팅을 즐기는 사람들의 모습이 마치 오색 꽃이 떠 있는 것 같아 장관을 이룬다.",237.542,488601301,꽃봉산,20201201, , , 
대전광역시 대덕구 비래동 ,대덕구청,042-608-6114,( - ),231.8,302300201,꽃산,20201201, , , 
세종특별자치시  금남면 부용리,연기군청,044-300-3114,"동서로 금강을 끼고 남으로 대박리, 영대리, 달전리 멀리는 금병산 능선을 바라보며 꾀꼬리 모습의 지형을 이루고 있어 꾀꼬리봉이라 불린다.",271.7,447300501,꾀꼬리봉,20201201, , , 
충청남도 아산시 음봉면 동암리,아산시청,1577-6611,( - ),270.6,442000901,꾀꼬리산,20201201, , , 
경상북도 상주시 낙동면 구잠리,상주시청,054-533-2001,"낙동강 1,300리 중에서 유일하게 낙동이라는 지명을 가진 상주시 낙동면 낙동리에 낙동강과 어우러져 솟아있는 산이 나각산(螺角山)이다. 산체가 둥글어 소라 형국이고 정상 능선에는 뿔 모양을 하고 있다. 하나는 둥글어 원봉이고 또 하나는 첨봉인데 두 개가 쌍립하여 기묘하다. 부의 상징인 노적봉과 귀를 보장하는 필봉을 겸한 셈이다. 산세가 부드럽고 완만하여 가족 동반 산행을 하기에 좋은 산으로 소나무가 많이 우거져 있어 삼림욕을 하기에도 적당한 곳이다.
특이한 것은 이 산은 원래 강으로서, 융기되어 만들어졌다는 것을 바위에 박혀 있는 강돌과 등산로 주변에 흩어져 있는 둥근돌 등을 보면 금방 알 수가 있고 정상 주변의 바위에는 군락을 이루고 있는 부처손들이 특징이다.
산행시간이 짧으므로 비봉산과 연계해 산행하는 것이 좋으며 산행 후 낙단교 휴양단지에서 낙동강을 감상하며 휴식을 취하는 것도 좋다.",240.2,472500601,나각산,20201201, , , 
전라북도 임실군 운암면 운종리,임실군청,063-640-2114,산행거리는 그다지 길지 않으나 봉우리가 높이 솟아 있어 정상부로의 산행은 다소 급경사로 이루어져있다. 등산객의 발길이 적어 주노선을 제외한 분기노선의 경우 등산로의 형태가 뚜렷하지 않고 운암 순창간 고속도로 공사로 인하여 운종경로당 뒷편으로 올라가는 등산로 일부구간이 절토되어 있어 주의가 필요하다.,543.9,457502601,나래산,20201201, , , 
경상북도 예천군 지보면 마산리,예천군청,054-654-3801,( - ),333.4,479000301,나부산,20201201, , , 
경상북도 청도군 이서면 대전리,청도군청,054-370-6114,( - ),303.0,478200501,나부산,20201201, , , 
강원특별자치도 홍천군 서면 동막리,홍천군청,033-432-7801,( - ),0.0,427201001,나산,20201201, , , 
경상북도 칠곡군 동명면 송산리,칠곡군청,054-973-3321,경상북도 칠곡군 동명면 금암리와 송산리 경계로 있는 나티미기산은 인근 마을 주민들이 등산 및 산책로로 이용하고 있는 산임. 고도가 낮고 경사가 심하지 않아 등산하기가 수월한 정상에서 탁 트인 경관은 볼 수 없음. 정상에 운동시설지가 있어 나티미기산 등산으로 운동이 부족 한 사람은 운동시설지 이용으로 운동보충.,0.0,478500801,나티미기산,20201201, , , 
강원특별자치도 정선군 정선읍 광하리,정선군청,033-562-3911,( - ),693.5,427709801,나팔봉,20201201, , , 
인천광역시 강화군 삼산면 석모리,강화군청,032-930-3114,"강화 삼산면에 위치한 해명산,상봉산과 함께 삼(3)산을 이루는 상주산은 삼산면 하리에서 상리에 걸쳐서 위치하고있다. 지형은 8부능선 부근에 바위지대로 이루어져 있을뿐 전체적으로 완만하고 내방객이 적은 관계로 등산로가 잘보존되어 있다.정상부근에서는 북쪽으로 교동도와 동쪽으로 강화도의 별립산, 국사봉등 강화의 서쪽 해안을 조망할 수 있으며, 그 경관이 뛰어나다. 전체적으로 편암 역암의 충적층으로 이루어져 있으며,탐방로는 소나무잎 및 낙엽으로 이루어져, 마치 양탄자 위를 걷는 듯한 편안함을 준다.",0.0,287101601,낙가산,20201201, , , 
충청북도 청주시 상당구 월오동 ,청주시 상당구청,043-201-5114,상당산성의 상당산에서 상봉재를 사이에 두고 남쪽으로 길게 뻗어 내리는 일명 상당 산맥의 한줄기에 속하는 봉우리이다. 청주시의 동쪽을 병풍처럼 둘러싸고 있는 산으로 여름에 남서풍과 겨울의 북서풍이 부딪치는 곳이라 바람이 비교적 세다.,0.0,431100701,낙가산,20201201, , , 
광주광역시 광산구 두정동 ,광산구청,062-960-8114,( - ),0.0,292000101,낙암산,20201201, , , 
경상남도 밀양시 상동면 도곡리,밀양시청,055-359-5114,"임란이 일어나 왜군이 이곳까지 들어오자 가곡마을에 살던 밀양 박씨의 부녀자인 여흥 민 씨(박희량의 처)는 다른 부녀자와 함께 이 산 바위굴에 피난했다. 그러나 왜군에게 발각되어 화를 면할 수 없게 되자 이 산 바위 절벽에서 몸을 던져 스스로 목숨을 끊었다. 임란이 평정되자 민 씨의 정절을 표창하였고, 그 이후 그 절벽은 민 씨가 꽃처럼 깨끗하게 떨어져 죽은 바위라 하여 낙화암이라고 부르고, 또 산의 형세가 꽃이 지는 것 같다 하여 낙화산이라 했다. 낙화산 정상에는 표지가 없으나 이리저리 산악회에서 달아놓은 리본들로 어지럽다. 
밀양시 산외면 소재 낙화산(落花山)은 정상으로 가는 도중 봉우리가 열댓 개 되는 산으로 이 봉우리들을 그다지 힘들지 않게 넘을 수 있어 그 재미가 상당하다. 따라서 많은 산행인들이 이 산을 밟으려고 생각을 하고 있으나 코스를 어떻게 잡아야 할지 몰라 섣불리 발을 내딛지 못하는 형편이다.",597.0,482700801,낙화산,20201201, , , 
전라북도 김제시 백구면 마산리,김제시청,063-540-3114 ,( - ),0.0,452100301,난산,20201201, , , 
전라북도 군산시 옥서면 선연리,군산시청,063-454-4000,( - ),0.0,451301001,난산,20201201, , , 
경상북도 김천시 어모면 은기리,김천시청,054-420-6114,( - ),733.4,471500801,난함산,20201201, , , 
전라남도 해남군 해남읍 복평리,해남군청,061-530-5114,( - ),316.8,468200601,남각산,20201201, , , 
전라북도 전주시 완산구 동서학동 ,전주시청,063-222-1000,( - ),273.7,451100901,남고산,20201201, , , 
충청남도 논산시 양촌면 임화리,논산시청,041-746-5114,( - ),375.4,442300501,남당산,20201201, , , 
전라남도 진도군 의신면 금갑리,진도군청,061-544-2181,"해발 164ｍ의 남망산은 접도의 주산(主山)으로 산 자가 접도라 해도 과언이 아니다. 접도는 진도군 동남쪽에 있는 아주 작은 섬으로 예부터 접섬, 금갑도, 갑도, 접배도 등으로 불리던 유배지였다. 지금은 진도와 접도를 잇는 연륙교가 있어 접근이 수월하다. 남망산(南望山)은 산을 이루는 기암들이 모두 남쪽 바다를 바라보고 있어서 붙은 이름이다. 높이는 낮지만 ª게는 1시간, 길게는 총 12km의 5시간짜리 코스 등 다양하게 등산로가 조성되어 일정에 맞는 산행코스를 선택할 수 있는 것이 장점이다. 또 이정표 설치 및 등산로 정비가 잘 되어있어 길 찾기의 어려움이 없으며 흙길도 걷고 바닷길도 걷는 이색산행을 즐길 수 있다. 솔섬에서 작은여미로 이어지는 길에는 몽돌해변에 맨발체험 등산로가 조성되어 있으며 쥐 바위에서 거북바위 구간에는 웰빙등산로가 만들어져 가족 산행지로도 제격이다. 가뭄에는 전 구간에 물이 없으므로 사전에 식수를 준비해야 한다.",165.9,469000401,남망산,20201201, , , 
경상남도 통영시 동호동 ,통영시청,1577-0557,( - ),71.7,482200401,남망산,20201201, , , 
경상남도 남해군 창선면 진동리,남해군청,055-860-3114,( - ),185.1,488401001,남방봉,20201201, , , 
강원특별자치도 평창군 평창읍 고길리,평창군청,033-330-2000,"남병산은 강원도 평창군 대화면과 방림면, 평창읍의 경계를 이루는 산이다. 남병산은 북쪽 멀리 오대산에서 서쪽 계방산으로 이어지는 능선에 솟아 있는 산이다. 첩첩산중인 평창의 가리왕산(1,560m)과 이웃하고 있다. 주변에 유명한 오대산, 계방산, 발왕산 등 높고 큰 산이 많아 국도변에 위치하여 있으면서도 지나쳐 버리는 산으로 취급됐으나 인적이 드문 관계로 해묵은 수목이 군락을 이루어 볼 만하다.
 육산 남병산에는 그러나 평창강가로 지긋이 다가서 있어서 정상 능선에서 평창강을 내려다보는 각별한 맛이 있다. 또한, 20여 평의 공터로 사방이 확 트여 전망이 좋은 편이다. 북동쪽으로는 중왕산과 가리왕산이, 동으로는 청옥산이, 남으로는 장암산과 삼방산이, 서쪽으로는 백덕산, 중대갈봉과 장미산, 절구봉이 스카이라인을 이룬다. 평창강은 우리나라의 대표적인 사행하천(구비가 많은)으로 계방산에서 발원하여 장평에서 흥정산, 태기산에서 발원한 흥정천을 합치고 금당계곡을 흘러내러 와 방림에서 백덕산에서 흘러내러 온 계촌천을 합쳐 평창을 지나고 주천을 거쳐 영월에서 동강과 합류, 남한강이 되어 흘러내려 간다.",0.0,427600601,남병산,20201201, , , 
전라북도 군산시 나포면 나포리,군산시청,063-454-4000,( - ),0.0,451304801,남병산,20201201, , , 
서울특별시  중구 예장동 ,중구청,02-3396-4114,( - ),270.85,111400101,남산,20201201, , , 
"경상북도 경주시 탑동, 배동, 내남면",경주시청,054-748-9001,"경주 남쪽에 솟은 남산은 신라인들의 신앙의 대상이었다. 금오산(468m)과 고위봉(494m) 두 봉우리에서 흘러내리는 40여 개의 계곡과 산줄기로 이루어졌으며 동서 4km, 남북 8km로 길게 뻗어내린 타원형이다. 
100여 곳의 절터, 80여 구의 석불, 60여 기의 석탑이 산재해 있는 노천박물관으로 신라 태동의 성지 서남산, 미륵골·탑골·부처골 등 수많은 돌부처가 있는 동남산으로 구분된다. 
자연경관도 뛰어나 변화무쌍한 많은 계곡이 있고 기암괴석들이 만물상을 이루어 등산객의 발길만큼이나 수많은 등산로가 있다. 그래서 남산을 아는 사람들은 """"남산에 오르지 않고서는 경주를 보았다고 말할 수 없다""""고 한다. 남산은 자연의 아름다움에다 신라의 오랜 역사, 신라인의 미의식과 종교의식이 예술로 승화된 곳이다.",468.0,471300201,남산,20201201,신라의 천년 역사가 숨쉬는 산,"경주 남쪽에 솟은 남산은 신라인들의 신앙의 대상이었다. 금오산(468m)과 고위봉(494m) 두 봉우리에서 흘러내리는 40여 개의 계곡과 산줄기로 이루어졌으며 동서 4km, 남북 8km로 길게 뻗어내린 타원형이다. 
100여 곳의 절터, 80여 구의 석불, 60여 기의 석탑이 산재해 있는 노천박물관으로 신라 태동의 성지 서남산, 미륵골·탑골·부처골 등 수많은 돌부처가 있는 동남산으로 구분된다. 
자연경관도 뛰어나 변화무쌍한 많은 계곡이 있고 기암괴석들이 만물상을 이루어 등산객의 발길만큼이나 수많은 등산로가 있다. 그래서 남산을 아는 사람들은 """"남산에 오르지 않고서는 경주를 보았다고 말할 수 없다""""고 한다. 남산은 자연의 아름다움에다 신라의 오랜 역사, 신라인의 미의식과 종교의식이 예술로 승화된 곳이다.","길이 약 8km, 폭 약 4㎞의 산줄기안에 불상 80여체, 탑 60여기, 절터 110여 개소가 산재하여 경주국립공원으로 지정되어 있는 등 신라시대 역사 유물·유적의 보고인 점 등을 고려하여 선정, `경주남산불적지'로 마애여래좌상(보물 제913호), 칠불암마애석불 등이 유명. 동쪽에는 남산산성 등이 있음 "
경상남도 사천시 곤양면 남문외리,사천시청,055-831-2114,( - ),133.7,482400301,남산,20201201, , , 
경상남도 창원시 진해구 남문동 남문동,창원시청,1899-1111,( - ),98.6,481900301,남산,20201201, , , 
경상남도 남해군 서면 대정리,남해군청,055-860-3114,( - ),208.1,488401101,남산,20201201, , , 
